Dialect_Name,Dialect_Sentence,English_Translation,Hindi_Translation
Malvani ,नक्की सांगतो रे! तू पण लवकर ये आमच्या गावाला.,Definitely will tell! You also come to our village soon.,ज़रूर कहता हूँ यार! तुम भी जल्दी हमारे गाँव आना।
Malvani ,"हां हां, नक्की येतो! भेटूया लवकरच.,Yes yes, definitely will come! Let's meet soon.",हाँ हाँ, ज़रूर आता हूँ! जल्दी मिलते हैं।
Malvani ,"काय रे, तुझी परीक्षा कधी आसा?,Hey, when is your exam?",अरे, तुम्हारी परीक्षा कब है?
Malvani ,माझी परीक्षा पुढच्या आठवड्यात सुरू होणार आसा.,My exam will start next week.,मेरी परीक्षा अगले हफ्ते शुरू होगी।
Malvani ,तू अभ्यास वगैरे सुरू केलास की नाये?,Have you started studying or not?,क्या तुमने पढ़ाई वगैरह शुरू की या नहीं?
Malvani ,"हां रे, अभ्यास तर चालू आसा जोरात.,Yes man, studies are going on in full swing.",हाँ यार, पढ़ाई तो ज़ोरों पर चल रही है।
Malvani ,किती विषय आहेत रे परीक्षेला?,How many subjects are there for the exam?,परीक्षा में कितने विषय हैं यार?
Malvani ,या वेळेस पाच विषय आहेत परीक्षेला.,Ts time there are five subjects for the exam.,इस बार परीक्षा में पाँच विषय हैं।
Malvani ,तू सगळी तयारी केलीस ना व्यवस्थित?,Have you done all the preparations properly?,क्या तुमने सारी तैयारी ठीक से कर ली है?
Malvani ,"हां रे, बहुतेक सगळी तयारी झालीये.,Yes man, most of the preparation is done.",हाँ यार, ज्यादातर तैयारी हो गई है।
